,Title,Summary,DOI,Categories,Publish Time,Authors,Journal
0,How Many Vote Operations Are Needed to Manipulate A Voting System?,"In this paper, we propose a framework to study a general class of strategic
behavior in voting, which we call vote operations. We prove the following
theorem: if we fix the number of alternatives, generate $n$ votes i.i.d.
according to a distribution $\pi$, and let $n$ go to infinity, then for any
$\epsilon >0$, with probability at least $1-\epsilon$, the minimum number of
operations that are needed for the strategic individual to achieve her goal
falls into one of the following four categories: (1) 0, (2) $\Theta(\sqrt n)$,
(3) $\Theta(n)$, and (4) $\infty$. This theorem holds for any set of vote
operations, any individual vote distribution $\pi$, and any integer generalized
scoring rule, which includes (but is not limited to) almost all commonly
studied voting rules, e.g., approval voting, all positional scoring rules
(including Borda, plurality, and veto), plurality with runoff, Bucklin,
Copeland, maximin, STV, and ranked pairs.
  We also show that many well-studied types of strategic behavior fall under
our framework, including (but not limited to) constructive/destructive
manipulation, bribery, and control by adding/deleting votes, margin of victory,
and minimum manipulation coalition size. Therefore, our main theorem naturally
applies to these problems.",1204.1231v3,cs.AI,2012-04-05 14:00:21+00:00,[arxiv.Result.Author('Lirong Xia')],
1,Distance Restricted Manipulation in Voting,"We introduce the notion of {\em Distance Restricted Manipulation}, where
colluding manipulator(s) need to compute if there exist votes which make their
preferred alternative win the election when their knowledge about the others'
votes is a little inaccurate. We use the Kendall-Tau distance to model the
manipulators' confidence in the non-manipulators' votes. To this end, we study
this problem in two settings - one where the manipulators need to compute a
manipulating vote that succeeds irrespective of perturbations in others' votes
({\em Distance Restricted Strong Manipulation}), and the second where the
manipulators need to compute a manipulating vote that succeeds for at least one
possible vote profile of the others ({\em Distance Restricted Weak
Manipulation}). We show that {\em Distance Restricted Strong Manipulation}
admits polynomial-time algorithms for every scoring rule, maximin, Bucklin, and
simplified Bucklin voting rules for a single manipulator, and for the
$k$-approval rule for any number of manipulators, but becomes intractable for
the Copeland$^\alpha$ voting rule for every $\alpha\in[0,1]$ even for a single
manipulator. In contrast, {\em Distance Restricted Weak Manipulation} is
intractable for almost all the common voting rules, with the exception of the
plurality rule. For a constant number of alternatives, we show that both the
problems are polynomial-time solvable for every anonymous and efficient voting
rule.",1909.03162v2,cs.GT,2019-09-07 01:29:32+00:00,"[arxiv.Result.Author('Aditya Anand'), arxiv.Result.Author('Palash Dey')]",
2,Tradeoffs in Hierarchical Voting Systems,"Condorcet's jury theorem states that the correct outcome is reached in direct
majority voting systems with sufficiently large electorates as long as each
voter's independent probability of voting for that outcome is greater than 0.5.
Yet, in situations where direct voting systems are infeasible, such as due to
high implementation and infrastructure costs, hierarchical voting systems
provide a reasonable alternative. We study differences in outcome precision
between hierarchical and direct voting systems for varying group sizes,
abstention rates, and voter competencies. Using asymptotic expansions of the
derivative of the reliability function (or Banzhaf number), we first prove that
indirect systems differ most from their direct counterparts when group size and
number are equal to each other, and therefore to $\sqrt{N_{\rm d}}$, where
$N_{\rm d}$ is the total number of voters in the direct system. In multitier
systems, we prove that this difference is maximized when group size equals
$\sqrt[n]{N_{\rm d}}$, where $n$ is the number of hierarchical levels. Second,
we show that while direct majority rule always outperforms hierarchical voting
for homogeneous electorates that vote with certainty, as group numbers and size
increase, hierarchical majority voting gains in its ability to represent all
eligible voters. Furthermore, when voter abstention and competency are
correlated within groups, hierarchical systems often outperform direct voting,
which we show by using a generating function approach that is able to
analytically characterize heterogeneous voting systems.",2110.02298v1,math.CO,2021-10-05 19:01:52+00:00,"[arxiv.Result.Author('Lucas Böttcher'), arxiv.Result.Author('Georgia Kernell')]","Collect. Intell. 1, 1--16 (2022)"
3,The distortion of distributed voting,"Voting can abstractly model any decision-making scenario and as such it has
been extensively studied over the decades. Recently, the related literature has
focused on quantifying the impact of utilizing only limited information in the
voting process on the societal welfare for the outcome, by bounding the
distortion of voting rules. Even though there has been significant progress
towards this goal, all previous works have so far neglected the fact that in
many scenarios (like presidential elections) voting is actually a distributed
procedure. In this paper, we consider a setting in which the voters are
partitioned into disjoint districts and vote locally therein to elect local
winning alternatives using a voting rule; the final outcome is then chosen from
the set of these alternatives. We prove tight bounds on the distortion of
well-known voting rules for such distributed elections both from a worst-case
perspective as well as from a best-case one. Our results indicate that the
partition of voters into districts leads to considerably higher distortion, a
phenomenon which we also experimentally showcase using real-world data.",1905.01882v2,cs.GT,2019-05-06 08:42:46+00:00,"[arxiv.Result.Author('Aris Filos-Ratsikas'), arxiv.Result.Author('Evi Micha'), arxiv.Result.Author('Alexandros A. Voudouris')]",
4,Heuristic Strategies in Uncertain Approval Voting Environments,"In many collective decision making situations, agents vote to choose an
alternative that best represents the preferences of the group. Agents may
manipulate the vote to achieve a better outcome by voting in a way that does
not reflect their true preferences. In real world voting scenarios, people
often do not have complete information about other voter preferences and it can
be computationally complex to identify a strategy that will maximize their
expected utility. In such situations, it is often assumed that voters will vote
truthfully rather than expending the effort to strategize. However, being
truthful is just one possible heuristic that may be used. In this paper, we
examine the effectiveness of heuristics in single winner and multi-winner
approval voting scenarios with missing votes. In particular, we look at
heuristics where a voter ignores information about other voting profiles and
makes their decisions based solely on how much they like each candidate. In a
behavioral experiment, we show that people vote truthfully in some situations
and prioritize high utility candidates in others. We examine when these
behaviors maximize expected utility and show how the structure of the voting
environment affects both how well each heuristic performs and how humans employ
these heuristics.",1912.00011v1,cs.GT,2019-11-29 13:38:34+00:00,"[arxiv.Result.Author('Jaelle Scheuerman'), arxiv.Result.Author('Jason L. Harman'), arxiv.Result.Author('Nicholas Mattei'), arxiv.Result.Author('K. Brent Venable')]",
5,The vote Package: Single Transferable Vote and Other Electoral Systems in R,"We describe the vote package in R, which implements the plurality (or
first-past-the-post), two-round runoff, score, approval and single transferable
vote (STV) electoral systems, as well as methods for selecting the Condorcet
winner and loser. We emphasize the STV system, which we have found to work well
in practice for multi-winner elections with small electorates, such as
committee and council elections, and the selection of multiple job candidates.
For single-winner elections, the STV is also called instant runoff voting
(IRV), ranked choice voting (RCV), or the alternative vote (AV) system. The
package also implements the STV system with equal preferences, for the first
time in a software package, to our knowledge. It also implements a new variant
of STV, in which a minimum number of candidates from a specified group are
required to be elected. We illustrate the package with several real examples.",2102.05801v1,stat.CO,2021-02-11 01:50:46+00:00,"[arxiv.Result.Author('Adrian E. Raftery'), arxiv.Result.Author('Hana Ševčíková'), arxiv.Result.Author('Bernard W. Silverman')]",
6,Security Requirement Analysis of Blockchain-based E-Voting Systems,"In democratic countries such as India, voting is a fundamental right given to
citizens of their countries. Citizens need to physically present and cast their
vote in ballot-paper-based voting systems. Most of the citizens fail to fulfill
this constraint and have stayed away from their fundamental duty.
Electronic-voting systems are often considered one efficient alternative in
such situations. Blockchain Technology is an emerging technology that can
provide a real solution as it is characterized by immutable, transparent,
anonymous, and decentralized properties. This paper presents a security
requirement analysis for e-voting systems and evaluates blockchain technology
against these requirements.",2208.01277v1,cs.CR,2022-08-02 06:55:25+00:00,"[arxiv.Result.Author('Sanil S. Gandhi'), arxiv.Result.Author('Arvind W. Kiwelekar'), arxiv.Result.Author('Laxman D. Netak'), arxiv.Result.Author('Hansraj S. Wankhede')]",
7,Phrase-Verified Voting: Verifiable Low-Tech Remote Boardroom Voting,"We present Phrase-Verified Voting, a voter-verifiable remote voting system
assembled from commercial off-the-shelf software for small private elections.
The system is transparent and enables each voter to verify that the tally
includes their ballot selection without requiring any understanding of
cryptography. This paper describes the system and its use in fall 2020, to vote
remotely in promotion committees in a university. Each voter fills out a form
in the cloud with their vote V (YES, NO, ABSTAIN) and a passphrase P-two words
entered by the voter. The system generates a verification prompt of the (P,V)
pairs and a tally of the votes, organized to help visualize how the votes add
up. After the polls close, each voter verifies that this table lists their
(P,V) pair and that the tally is computed correctly. The system is especially
appropriate for any small group making sensitive decisions. Because the system
would not prevent a coercer from demanding that their victim use a specified
passphrase, it is not designed for applications where such malfeasance would be
likely or go undetected. Results from 43 voters show that the system was
well-accepted, performed effectively for its intended purpose, and introduced
users to the concept of voter-verified elections. Compared to the commonly-used
alternatives of paper ballots or voting by email, voters found the system
easier to use, and that it provided greater privacy and outcome integrity.",2103.07180v1,cs.CR,2021-03-12 09:59:55+00:00,"[arxiv.Result.Author('Enka Blanchard'), arxiv.Result.Author('Ryan Robucci'), arxiv.Result.Author('Ted Selker'), arxiv.Result.Author('Alan Sherman')]",
8,Touchscreen Voting Machines Cause Long Lines and Disenfranchise Voters,"Computerized touchscreen ""Direct Recording Electronic"" DRE voting systems
have been used by over 1/3 of American voters in recent elections. In many
places, insufficient DRE numbers in combination with lengthy ballots and high
voter traffic have caused long lines and disenfranchised voters who left
without voting. We have applied computer queuing simulation to the voting
process and conclude that far more DREs, at great expense, would be needed to
keep waiting times low. Alternatively, paper ballot-optical scan systems can be
easily and economically scaled to prevent long lines and meet unexpected
contingencies.",0810.5577v1,stat.AP,2008-10-30 20:57:19+00:00,"[arxiv.Result.Author('William A. Edelstein'), arxiv.Result.Author('Arthur D. Edelstein')]",
9,Manipulative Elicitation -- A New Attack on Elections with Incomplete Preferences,"Lu and Boutilier proposed a novel approach based on ""minimax regret"" to use
classical score based voting rules in the setting where preferences can be any
partial (instead of complete) orders over the set of alternatives. We show here
that such an approach is vulnerable to a new kind of manipulation which was not
present in the classical (where preferences are complete orders) world of
voting. We call this attack ""manipulative elicitation."" More specifically, it
may be possible to (partially) elicit the preferences of the agents in a way
that makes some distinguished alternative win the election who may not be a
winner if we elicit every preference completely. More alarmingly, we show that
the related computational task is polynomial time solvable for a large class of
voting rules which includes all scoring rules, maximin, Copeland$^\alpha$ for
every $\alpha\in[0,1]$, simplified Bucklin voting rules, etc. We then show that
introducing a parameter per pair of alternatives which specifies the minimum
number of partial preferences where this pair of alternatives must be
comparable makes the related computational task of manipulative elicitation
\NPC for all common voting rules including a class of scoring rules which
includes the plurality, $k$-approval, $k$-veto, veto, and Borda voting rules,
maximin, Copeland$^\alpha$ for every $\alpha\in[0,1]$, and simplified Bucklin
voting rules. Hence, in this work, we discover a fundamental vulnerability in
using minimax regret based approach in partial preferential setting and propose
a novel way to tackle it.",1711.03948v1,cs.MA,2017-11-10 18:21:05+00:00,[arxiv.Result.Author('Palash Dey')],
